policy_short,policy_long,policy_year,category,description
tanf,TANF for LPRs after 5-year bar,tanf_14,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_15,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_16,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_0,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_1,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_2,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_3,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_4,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_5,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_6,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_7,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_8,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_9,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_10,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_11,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_12,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_13,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_14,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_15,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_children,Food assistance for LPR children during 5-year bar¾,food_children_16,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR adults during 5-year bar,food_adults_0,public_benefits,State funds food stamps or Supplemental Nutrition Assistance Program (SNAP)-like food assistance for low-income Lawful Permanent Residents (LPRs) during their first five years with this status.
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_1,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_2,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_3,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_4,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_5,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_6,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_7,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_8,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_9,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_10,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_11,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_12,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_13,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_14,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_15,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
food_adults,Food assistance for LPR children during 5-year bar¾,food_adults_16,public_benefits,"State provides food stamps or Supplemental Nutrition Assistance Program (SNAP) benefits for low-income Lawful Permanent Resident (LPR) children during their first five years with this status. Prior to 2003, several states offered food stamps to LPR children without a waiting period. A 2002 bill restored food stamp eligibility to LPR children during their first five years in that status, effective in April 2003."
ssi,SSI replacement for LPRs,ssi_0,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_1,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_2,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_3,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_4,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_5,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_6,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_7,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_8,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_9,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_10,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_11,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_12,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_13,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_14,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_15,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
ssi,SSI replacement for LPRs,ssi_16,public_benefits,"State offers cash assistance at levels close to those received under Supplemental Security Income (SSI) to Lawful Permanent Residents (LPRs), who are ineligible for SSI even after five years. SSI supports seniors and persons with disabilities, including children, who have very little or no income."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_0,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_1,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_2,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_3,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_4,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_5,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_6,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_7,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_8,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_9,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_10,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_11,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_12,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_13,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_14,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_15,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
medicaid,Medicaid for LPR children during 5-year bar,medicaid_16,public_benefits,"State provides public health insurance to Lawful Permanent Resident (LPR) children during their first five years with this status. Until 2009, some states provided insurance with state funds. A 2009 law allowed states to use federal matching funds to provide Medicaid or Children's Health Insurance Program (CHIP) to LPR children during their first five years with that status."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_0,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_1,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_2,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_3,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_4,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_5,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_6,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_7,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_8,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_9,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_10,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_11,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_12,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_13,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_14,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_15,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_undocumented_children,Public health insurance for undocumented¾children,health_undocumented__children_16,public_benefits,"State funds public health insurance for children, regardless of status.  Some of these programs offer more comprehensive health insurance coverage than others."
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_0,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_1,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_2,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_3,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_4,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_5,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_6,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_7,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_8,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_9,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_10,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_11,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_12,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_13,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_14,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_15,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_adults,Public health insurance for LPR adults during 5-year bar,health_adults_16,public_benefits,State funds public health insurance for Lawful Permanent Resident (LPR) adults during their first five years with this status.
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_0,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_1,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_2,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_3,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_4,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_5,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_6,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_7,public_benefits,"State funds public health insurance for adults, regardless of status."
